node_id	osm_name	lat	lon	watercourse	feature_id	feature_name	metres
2497268903	Lower Wildcat Falls	35.0740558	-82.5968071		513	Middle Wildcat Branch Falls	20
2503351671	Waldrop Stone Falls	34.7394912	-82.8203958				
2506624376	Window Falls	36.4010862	-80.259437	Indian Creek	493	Window Falls	35
2506624380	Hidden Falls	36.3991845	-80.2604626	Indian Creek	492	Hidden Falls	21
2593950187	Upper Wildcat Falls	35.079216	-82.5967776		516	Upper Wildcat Branch Falls	3
2593950188	Middle Wildcat Falls	35.0743102	-82.5969101		513	Middle Wildcat Branch Falls	10
2594031983	Last Falls on Slickum	35.0727291	-82.6019625	Slickum Creek	615	Last Falls on Slickum	20
2594031984	Sweet Thing On Slickum	35.0739209	-82.6030078	Slickum Creek	616	Sweet Thing on Slickum	37
2594031986	Lower New Millennium Falls	35.0755747	-82.6032711	Slickum Creek			
2594031987	Middle New Millennium Falls	35.0760079	-82.6031823	Slickum Creek			
2594031988	Upper New Millennium Falls	35.0764817	-82.6030423	Slickum Creek			
2594031989	Heritage Falls	35.0829106	-82.6057865	Slickum Creek			
2624216931	Triple Falls	35.1984338	-82.6168846	Little River	353	Triple Falls	15
2624219420	Grassy Creek Falls	35.1954612	-82.6085322	Grassy Creek	507	Grassy Creek Falls	40
2716415670	Caledonia Cascade	34.7451083	-83.3888808	Slaughter Pen Branch			
2722183029	Dill Falls	35.2834647	-82.9435497	Tanasee Creek	349	Dill Falls	6
2722183030	Upper Dill Falls	35.2840774	-82.943266	Tanasee Creek	349	Dill Falls	68
2727786885	Sliding Rock	35.311082	-82.786633	Looking Glass Creek	463	Sliding Rock	28
2729628840	Courthouse Falls	35.2716432	-82.8940974	Courthouse Creek	407	Courthouse Falls	6
2770294173	Fish Camp Cascades	35.6124051	-83.5483919	Fish Camp Prong			
2770297420	Huskey Branch Falls	35.6386071	-83.5515188	Huskey Branch	1228	Baskins Creek Falls	4
2770302288	Meigs Creek Cascade	35.6599642	-83.6598727	Meigs Creek			
2785380872	Eastern Stream Falls	35.103845	-82.5924821				
2785481333	Oil Camp Falls	35.103045	-82.5882996		733	Oil Camp Falls	22
2819418529	Baskins Creek Falls	35.6950107	-83.4823042	Falls Branch			
2866767494	Indian Flats Falls	35.5923761	-83.6329586	Indian Flats Prong	1250	Indian Flats Falls	4
2866776829	Spruce Flats Falls	35.6343117	-83.6818975	Spruce Flats Branch	436	Spruce Flats Falls	5
2875186967	Drift Falls	35.0934694	-82.969606	Horsepasture River	359	Drift Falls (Bust-Your-Butt Falls)	29
2875189123	Stairway Falls	35.0857145	-82.9570349	Horsepasture River	333	Stairway Falls	35
2893742807	Crooked Arm Cascades	35.611535	-83.7777812	Crooked Arm Branch			
2894367897	Cane Creek Twin Falls	35.6744376	-83.6925234	Pipestem Branch			
2936111095	Abrams Falls	35.6089561	-83.879806	Abrams Creek	1235	Abrams Falls	6
3061273751	Alana Falls	34.7016562	-83.7318562				
3111154835	Conestee Falls	34.771176	-82.3482182	Lake Conestee Dam | Reedy River			
3181997477		36.0763201	-81.306218				
3208507813	Jones Gap Falls	35.1249773	-82.5942288		598	Jones Gap Falls	39
3215160837	Drip Rock Falls	35.1020826	-82.6121936		985	Drip Rock Falls	18
3218194800		35.1233418	-82.5820331				
3219003803	Toll Road Falls	35.1238057	-82.6087005		1104	Toll Road Falls (SC)	5
3219159121	Ben's Sluice	35.1229507	-82.5988551	Middle Saluda River	1103	Ben's Sluice	15
3237431780	Silver Run Falls	35.0662256	-83.0651075	Silver Run Creek	323	Silver Run Falls	27
3239635367	Silver Steps Falls	35.1217547	-82.6271519	Middle Saluda River	989	Dargans Cascade (Silver Steps Falls)	1
3239843575	Linville Falls	35.9497177	-81.9269129	Linville River	395	Linville Falls	91
3240218312		35.1215989	-82.6281001	Middle Saluda River	989	Dargans Cascade (Silver Steps Falls)	88
3290571141		35.0746125	-82.6088675				
3290571148	Spider Tunnel Falls	35.0732741	-82.6095385				
3324138711	Rock Cliff Falls	35.1053799	-82.617099				
3324164366	Cliff Falls	35.1131588	-82.6203485		692	Cliff Falls	27
3324186678	Firewater Falls	35.1105622	-82.6197451		691	Firewater Falls	41
3363268806	Duggers Creek Falls	35.9565144	-81.9274432		569	Duggers Creek Falls	17
3370882800	Big Falls	35.04511	-82.9823262	Thompson River	320	Big Falls- Thompson River	99
3370882905	Rich Falls	35.0501044	-82.9838493	Thompson River	539	Rich Falls	12
3371247382	Sassafras Falls	35.2555172	-83.9679163	Sassafras Creek	433	Sassafras Falls- Snowbird Creek	25
3394617504	Misty Falls	35.0997092	-82.6095504				
3404643741	Bridal Veil Falls	35.1772449	-82.6207075	Little River	354	Bridalveil Falls (DuPont)- Little River	59
3404667749	High Falls	35.1926506	-82.6136452	Little River	384	High Falls- Little River	7
3406343252	Mashbox Falls	35.1033299	-82.6089977	Oil Camp Creek	751	Mashbox Falls	36
3412052257	Beech Bottom Falls	35.0627998	-82.8089057	Abner Creek			
3413731897	Moonshine Falls	35.0946424	-82.6314105		357	Moonshine Falls	21
3413732253	Cascade Falls	35.0956885	-82.6394365	Matthews Creek	673	Cascades Falls	20
3420180151	Arboretum Falls	34.8437119	-82.4030748				
3421484296	Laurel Fork Falls	35.031715	-82.8942324	Laurel Fork Creek	878	Laurel Fork Falls (Lake Jocasse)	12
3421514135	Lower Whitewater Falls	35.0164272	-82.9930423	Whitewater River	515	Lower Whitewater Falls	40
3432745052	Ranger Falls	35.4224361	-85.6597122	Ranger Creek			
3432745853	Horsepound Falls	35.4293753	-85.6026755	Collins River			
3432747122		35.440633	-85.5535853	Savage Creek			
3432747147	Savage Falls	35.4410161	-85.5537291	Savage Creek			
3442198879		35.1158312	-85.7098131				
3442204144		35.1872596	-85.697372				
3442206753	Sycamore Falls	35.2466213	-85.7547243	Big Fiery Gizzard Creek			
3442206847		35.2501084	-85.7539558	Big Fiery Gizzard Creek			
3442206870	Small Waterfall	35.2504531	-85.7467624	Little Fiery Gizzard Creek			
3442206885	Blue Hole Falls	35.2506845	-85.7501122	Little Fiery Gizzard Creek			
3442206903	Hanes Hole Falls	35.2514468	-85.7549456	Big Fiery Gizzard Creek			
3442206993		35.2530304	-85.7445929	Little Fiery Gizzard Creek			
3448973218	Hen Wallow Falls	35.760068	-83.2380685	Lower Falling Branch	1226	Henwallow Falls	1
3449354383	Mouse Creek Falls	35.7342641	-83.1334267	Mouse Creek			
3450569277	Batsaw Branch Falls	35.6027079	-83.2715218	Batsaw Branch			
3451984787	McGalliard Falls	35.7651275	-81.5687767	McGalliard Creek	831	McGilliard Falls	25
3625430202	Mill Creek Falls	35.0306029	-82.726774		1129	Mill Creek Falls (Table Rock Park)	34
3625899287	Nellies Falls	35.2011731	-83.0337267	Flat Creek	370	Nellie's Falls	68
3717449006	Todd Creek Falls	34.7502837	-82.8139254	Todd Creek			
3725559909	Flat Creek Falls	35.2202929	-83.0333554	Flat Creek	392	Flat Creek Falls	22
3760745236	Wintergreen Falls	35.0978613	-82.9248885	Toxaway River	342	Wintergreen Falls (Dupont)	65
3761020257	Lee Falls	34.8947325	-83.1021601	Tamassee Creek			
3761032061	Pigpen Falls	34.9284608	-83.1291664	Lick Log Creek	534	Pigpen Falls	14
3761032062	Licklog Falls	34.9296977	-83.1308221	Lick Log Creek	535	Licklog Falls	44
3761034009	Secret Falls	34.925251	-83.0868766	Crane Creek	1026	Secret Falls (SC)	25
3761037068	Big Bend Falls	34.9531368	-83.1186796	Chattooga River			
3761991050	King Creek Falls	34.9662525	-83.1110264	King Creek	375	King's Creek Falls	72
3762047818	Cavern Falls	35.2838365	-82.2699097		588	Cavern Falls	34
3764586806	Bee Cove Falls	34.9744379	-83.0524277	Bee Creek			
3764719299	Yellow Branch Falls	34.7951119	-83.1342915	Yellow Branch			
3771845473	Cullasaja Falls	35.1167919	-83.269812	Cullasaja River	550	Cullasaja Falls	14
3828787892	Shunkawauken Falls	35.2727608	-82.2148904	Horse Creek	664	Shunkawauken Falls	100
3829326105	Eastatoe Falls	35.1099351	-82.8172624	Shoal Creek	321	Eastatoe Falls	19
3837514065	Riley Moore Falls	34.7412867	-83.1795357	Chauga River	402	Riley Moore Falls	10
3839125283	Bird Rock Falls	35.2211646	-82.861206	North Fork French Broad River	364	Bird Rock Falls	4
3839125291	French Broad Falls	35.2238331	-82.8615125	North Fork French Broad River	480	French Broad Falls	17
3841102328	Connestee Falls	35.1641695	-82.7308851	Carson Creek	462	Connestee Falls	11
3841102331	Batson Creek Falls	35.1639638	-82.7312061	Batson Creek	461	Batson Creek Falls	11
3882819286	Silver Slip Falls	35.0996209	-83.1167131	Chattooga River			
3886519020	Rufus Morgan Waterfall	35.1425176	-83.5483776	Left Prong Rough Fork	327	Rufus Morgan Falls	48
3889742756	Virginia Hawkins Falls	35.0431194	-82.8509931	Laurel Fork Creek			
4013185208	Picklesimer Rock House Falls	35.0185426	-83.2536845		330	Picklesimer Rockhouse Falls	27
4020670669	Slicking Falls	35.0764062	-82.7042745	Slicking Creek			
4026800810	Adams Creek Falls	34.9738943	-82.6642473	Adams Creek			
4029159645	Green Creek Falls	35.0353588	-82.7020784	Green Creek			
4030631629		35.0355696	-82.7214694		620	Waterfall #3 on Pinnacle MTN Trail	12
4030639374	Spring Bluff Falls	35.034117	-82.722554		621	Waterfall #4 on Pinnacle MTN Trail	40
4031277964	Carrick Creek Falls	35.0328893	-82.7013314	Carrick Creek	619	Waterfall #2 on Pinnacle MTN Trail	69
4144354318	Melrose Falls	35.2203737	-82.298734	Big Fall Creek	424	Melrose Falls	7
4154620807		34.7515826	-82.822162				
4166256177		34.941163	-81.8377767	Lawsons Fork Creek			
4218363005	Fungi Falls	35.2761796	-82.2513864	Ostin Creek			
4243574306		34.7238265	-83.9223712				
4264497976	Wright Creek Falls	35.0074753	-82.9759398	Wright Creek	881	Wright Creek Falls	34
4264506405	Mill Creek Falls	35.0374648	-82.9375604	Mill Creek			
4303406757	Torys Falls	36.4023875	-80.3000318		494	Torys Den Falls	6
4305415701	Upper Casscades	36.3953681	-80.269181				
4306850777		36.4028827	-80.3479828				
4311674243	The Cascades	36.2494281	-81.455184	Fall Creek	774	Cascade Falls	17
4370507990	Walden Creek Waterfall	34.6480668	-84.0213504	Walden Creek			
4457361831	Widows Falls	36.3975304	-81.0683113	Widows Creek	528	Widow's Creek Falls	52
4457462702	Lower Falls	36.374804	-81.0411117	Big Sandy Creek			
4461147370		35.2852994	-82.4396727	King Creek			
4479455714	Canes Creek Cascades;Cane Creek Falls	35.662298	-85.3509503	Cane Creek			
4479455716	Fall Creek Falls	35.6660944	-85.3557167	Fall Creek			
4501054976	China Creek Falls	36.1213343	-81.6968259	China Creek			
4701492628	Frey Creek Falls	34.9456048	-82.0445483	Frey Creek			
4702287719	Cummins Falls	36.2489579	-85.5699217	Blackburn Fork River			
4772017433		34.7086871	-83.8492787	Town Creek			
4791841123	Sunburst Falls	35.3381774	-82.9034073	West Fork Pigeon River	474	Waterfall on West Fork of the Pigeon River	21
4813718247	Betsy's Rock Falls	36.2858671	-81.4077121	North Prong Lewis Fork			
4815802991	Head Foremost Falls	35.1390122	-82.5499499	Head Foremost Creek			
4820412440	Rocky Branch Falls	35.1327379	-82.5704332	Rocky Branch	1130	Rocky Branch Falls (SC)	16
4835362322	Elk River Falls	36.1987635	-81.9691668	Elk River	314	Elk River Falls	60
4857916418		34.8809729	-83.3564269				
5004018137	Awanita Falls	35.1326679	-82.4860226				
5052361039		34.7866673	-84.3058082	Fall Branch			
5109621411		35.0799941	-82.572029	Robinson Branch			
5139485272	Moore Cove Falls	35.3118919	-82.777732		505	Little Moore Cove Falls	74
5139583756	Cedar Rock Falls	35.2779976	-82.7995953	Cedar Rock Creek	381	Cedar Rock Falls	16
5144130382		34.6763961	-83.9747816				
5220474972		35.0500658	-82.8269686				
5220479383		35.0516836	-82.8211145				
5259107096	Waterloo Falls	36.3027885	-85.4673942				
5263015553	Falling Water Cascades	36.0444521	-85.5956632	Falling Water River			
5263015554	Little Falls	36.0438448	-85.5962694	Falling Water River			
5263015559	Middle Falls	36.0426585	-85.5984661	Falling Water River			
5263874978	Wash Morgan Falls	36.3288156	-85.5294596				
5305774131	Virgin Falls	35.8384229	-85.3308299		1217	Virgin Falls (TN)	17
5313702274	Mill Creek Falls	35.1420891	-82.9699596				
5313702281	Deep Ford Falls	35.1279479	-82.9678868				
5313716006		35.1451685	-82.9732731	Mill Creek			
5313725699	Carlton Falls	35.1448934	-82.9946655	Greenland Creek	526	Carlton Falls	18
5313725700	Halfway Falls	35.1471424	-82.9964564	Greenland Creek	525	Halfway Falls	18
5313725703	Pothole Falls	35.1553671	-83.0046297	Greenland Creek	1257	Pothole Falls	45
5313725704	Warden Falls	35.1716961	-83.0063765	Tuckasegee River	430	Warden Falls (Jim Burrell Falls)	12
5313725705	Jawbone Falls	35.1733147	-83.0035995	Tuckasegee River	369	Jawbone Falls	13
5313725706	Riding Ford Falls	35.1743274	-83.0028027	Tuckasegee River	1261	Riding Ford Falls	23
5313725707	Red Butt Falls	35.180229	-83.0067516	Tuckasegee River			
5313725709	Panthertown Creek Falls	35.1482445	-83.0226305	Panthertown Creek			
5344198691		36.1501231	-85.4250962				
5348018257	City Lake Falls	36.1342342	-85.4459808				
5348046676	Lost Creek Falls	35.8419111	-85.3612099				
5371338151	Limestone Falls	34.8297981	-83.1877005	Limestone Creek			
5394317140	Cannon Creek Falls	35.172829	-82.6643477	Cannon Creek			
5399507321	Amadehy Falls	36.218405	-81.3052292	Purlear Creek			
5401922638		35.0756956	-82.6090737				
5401922639		35.0763508	-82.6091328				
5404655482	Evans Falls	35.100382	-82.6084701	Oil Camp Creek	750	Evans Falls	21
5443690822	Pearson's Falls	35.2149894	-82.3360708	Colt Creek	408	Pearson's Falls	10
5485542507	Shoal Creek Falls	35.2292271	-82.5956723	Shoal Creek			
5494632705	Cedar Falls	35.954999	-79.0351616	Cedar Fork			
5497795982	Moonshiners Falls	35.1526046	-82.2813758				
5497820430	Blue Wall Falls	35.1834144	-82.2671178		1021	Blue Wall Falls	15
5505920330		35.147415	-82.519503	Tankersley Branch			
5509220074	Chute Falls	35.1378345	-82.5368648	Falls Creek			
5509349866		35.086913	-82.5909321	West Fork Wattacoo Creek	975	Hamlin Falls	8
5509590588	Upper Yucca Falls	35.0142784	-82.7368151	Yucca Creek	965	Upper Yucca Falls	15
5509590591	Lower Yucca Falls	35.0138244	-82.7363706	Yucca Creek	966	Yucca Falls	5
5531343377	Rock Bottom Falls	35.0421262	-82.8094207	Rocky Bottom Creek	1061	Rock Bottom Falls	56
5548081955	Sequoah Falls	35.0676905	-83.2249037		633	Lake Sequoyah Dam Falls	77
5548220397	Maidenhair Falls	35.1407836	-83.0426784	Trays Island Creek			
5548227775	Fairfield Falls	35.1346141	-83.0422487	Long Branch			
5562014787		34.8063005	-83.1285955	Yellow Branch			
5562035348		34.799998	-83.1299055	Yellow Branch			
5562035349		34.8030431	-83.1297351	Yellow Branch			
5562074241		34.7974486	-83.13451				
5562866087		34.7943224	-83.1287496				
5565415337	Rocky Bottom Gorge Falls	35.0427999	-82.8065488	Rocky Bottom Creek	1060	Rocky Bottom Gorge Falls	6
5588774607	Piney Creek Falls	35.6731661	-85.3840488				
5600929968	Incredible Falls	36.4265162	-81.0861779				
5614074123	Burgess Falls	36.0454617	-85.5994358	Falling Water River	1181	Burgess Falls	20
5615907668	Lower Rhapsodie Falls	35.1858772	-82.9729163				
5615907673	Rhapsodie Falls	35.1847066	-82.9745846		310	Rhapsodie Falls	39
5615907701	Aunt Sallys Falls	35.1902263	-82.9622625				
5623029262	Woodfin Cascades	35.4528527	-83.104054	Woodfin Creek			
5682527688		34.9468461	-82.8064361				
5693697321		34.88193	-83.3532723				
5720419765	High Falls	35.3493515	-82.7329559		351	High Falls- South Fork Mills River	71
5735167829		34.8164351	-83.2497124	Fall Creek	875	Lower Raines Mill Falls	7
5745560697	Horseshoe Falls	34.5964975	-81.8542445	Cedar Shoals Creek	1049	Horseshoe Falls (SC)	7
5754920121	Blowing Wind Falls	35.0914467	-85.4208354				
5764000272	Glen Cannon Falls	35.226085	-82.6961877	Williamson Creek	636	Glencannon Falls	56
5851892594	Bear Falls	35.0827884	-82.6368496				
5851971080	Secret Falls	35.0844473	-82.6501854				
5856745842		35.1808849	-82.2587405		1022	Upper Blue Wall Falls	23
5866949196	Lemon Falls	35.1995968	-82.8645892	Lamance Creek	531	Lemon Falls	13
5877079988	Anna Ruby Falls	34.7643023	-83.712489	Smith Creek	1253	Anna Ruby Falls	6
5908070697	Tiger Rock Falls	35.2213876	-83.0464825	Robinson Creek			
5954317358	Pristine Falls	34.8219115	-83.2565602	Fall Creek	874	Pristine Falls	17
5954337918	Side Pocket Falls	34.8193691	-83.2679708	Fall Creek	1305	Third Falls (Fall Creek)	22
5954337919	Final Falls	34.8202845	-83.2686637	Fall Creek	757	Fall Creek Falls	6
5954432898	Midway Falls	34.8230411	-83.2520595		1303	Upper Falls (Fall Creek)	52
5954432899	Rhodo Falls	34.823405	-83.253339	North Fork Fall Creek			
5954432901	Andrew Ramey Falls	34.8225598	-83.2511165		1303	Upper Falls (Fall Creek)	49
5954464862	Lower Falls Creek Falls	35.13695	-82.535931	Falls Creek			
5967457446	Double Branch Falls	34.7867636	-83.2242107	Double Branch			
5969320186	Graveley Falls	35.0888821	-82.7567324	South Prong Glady Fork	645	Graveley Falls	27
5972153144		34.8162645	-83.2494347	Fall Creek	876	Middle Raines Mill Falls	5
5972176607		34.8161028	-83.2491432	Fall Creek	877	Upper Raines Mill Falls	4
5972570018	Big Bearpen Falls	35.3174068	-82.7995965	Big Bearpen Branch	836	Big Bearpen Falls	11
5972574252	Transylvania Falls	35.2946401	-82.800795	Rockhouse Creek	1189	Transylvania Falls	13
5981387981	East Fork Falls	35.1139218	-82.7481434	East Fork French Broad River	581	East Fork Falls	69
5981428096	Reece Place Falls	35.1152593	-82.7088498	East Fork French Broad River	576	Reese Place Falls	16
6003837200	Little Bird Falls	35.3494762	-82.9132381	Green Creek	489	Little Bird Falls	19
6080336278		35.0067701	-82.679229	Carrick Creek			
6097331281		34.9865967	-83.0119851	Limber Pole Creek			
6101799268	Upper Pigpen Falls	34.9284069	-83.1286119	Lick Log Creek	534	Pigpen Falls	57
6171422492	Hatcher Falls	35.2061952	-83.1652293	Rough Run	549	Rough Run Falls	39
6206159460	Little Fall Creek Falls	34.8190949	-83.2519119	Fall Creek			
6227811066		35.0536319	-82.845877	Laurel Fork Creek	1073	Christopher Falls (SC)	11
6238802299	Miuka Falls	34.9330517	-83.08566	West Fork Crane Creek	1024	Miuka Falls	14
6238802319	Little Miuka Falls	34.9308153	-83.0840198	West Fork Crane Creek	1025	Little Miuka Falls	32
6245847105		35.107702	-82.585361				
6245894650	The Narrows	35.0315884	-82.8203383	Eastatoe Creek			
6258448929	Wildfire Falls	35.1488667	-82.5440822	Falls Creek			
6260040556	Mossy Cove Falls	35.1478712	-82.5404915	Falls Creek			
6260217733	Big Spring Falls	36.6559619	-84.546482				
6261959899	Polka Dot Falls	35.1484374	-82.5437897	Falls Creek			
6282157083		35.0312559	-82.8210271	Eastatoe Creek			
6289887352		35.1469082	-82.5186169	Tankersley Branch			
6289899831		34.665844	-80.5135242				
6289900925		34.66532	-80.5131007				
6289933081		35.0433543	-82.7791874				
6289933965	Hog Wild Cave Falls	35.0704972	-82.829319	Wild Hog Creek			
6290317391	Yucca Falls	35.014029	-82.7365527	Yucca Creek	965	Upper Yucca Falls	21
6290318562	Rachael Creek Falls	35.0134243	-82.7358683	Rachael Creek	969	Middle Rachel Creek Falls	41
6290323387	Middle Rachael Creek Falls	35.01391	-82.7353997	Rachael Creek	968	Rachel Creek Falls	19
6302112810	Mitchell Falls	35.7765938	-82.2826075	Mitchell Creek			
6335907541		34.9854177	-81.9583781				
6355588127	Hilliard Falls	35.0541838	-82.9666145	Bearcamp Creek	361	Bearcamp Falls (Hillard Falls)	35
6368948960	Dutch Creek Falls	36.1880741	-81.7880073	Dutch Creek			
6370560829		35.0930428	-82.5931976	West Fork Wattacoo Creek	1032	Waterfall #1 on Wattacoo Creek	11
6370560830		35.0926306	-82.593199	West Fork Wattacoo Creek	1033	Waterfall #2 on Wattacoo Creek	28
6370560831		35.0917369	-82.5926728	West Fork Wattacoo Creek	1035	Waterfall #4 on Wattacoo Creek	17
6370560832		35.0913433	-82.5923394	West Fork Wattacoo Creek	1036	Waterfall #5 on Wattacoo Creek	17
6370560833		35.0905624	-82.5921055	West Fork Wattacoo Creek	1038	Waterfall #7 on Wattacoo Creek	10
6370560834		35.0900135	-82.59222	West Fork Wattacoo Creek	977	Waterfall #9 on Wattacoo Creek	5
6381811492		35.042816	-82.8060003	Rocky Bottom Creek	1060	Rocky Bottom Gorge Falls	51
6395080325	Poe Creek Falls	34.9370313	-82.8788611	Poe Creek			
6465600132	Coon Creek Falls	35.6660482	-85.3559738	Coon Creek			
6480929502		34.7247507	-82.7232519	Eighteenmile Creek			
6495452626		34.7928204	-83.1319945	Yellow Branch			
6506381485	Mountaineer Falls	36.2193239	-81.9849227				
6541207295	Upper Waterloo Falls	36.3030264	-85.4647579				
6547791574	Foremost Cove Falls	35.1412341	-82.5506585	Head Foremost Creek			
6547836449	Jenn's Falls	35.1680687	-82.6075325				
6563304720	Disappearing Falls	34.8782689	-83.0947403				
6593804497	Camp McCall Falls	35.0252239	-82.8022317	Reedy Cove Creek	1041	Camp McCall Falls	57
6611228767	Eden Falls	35.0299341	-82.7714621	Reedy Cove Creek	1028	Mountain Cat Falls	25
6611313324	Mountain Cat Falls	35.032303	-82.7849644				
6611831397		35.0313522	-82.7708563				
6616787643	Middle Fork Rock Creek Falls	35.7661987	-82.2505662	Middle Fork Rock Creek			
6624538176	Firefly Falls	35.0517566	-82.7806184	Rocky Bottom Creek			
6625138911	Powerline Falls	35.1341457	-82.5709592	Rocky Branch			
6625149323	Hospital Rock Falls	35.1334671	-82.5708464	Rocky Branch	1130	Rocky Branch Falls (SC)	89
6646799323		35.0442677	-82.7768749				
6657868791	Squibb Creek Falls	36.0854282	-82.6338622	Squibb Creek			
6804568555	Chute Falls	35.0882465	-82.9386181	Bearwallow Creek	706	Chute Falls	52
6804568571	Chub Line Falls	35.0849981	-82.9040578	Toxaway River	940	Chub Line Falls	77
6804568575	Step Around Falls	35.081899	-82.89949	Toxaway River			
6804568586	Sidepocket Falls	35.0807049	-82.9583001	Horsepasture River	855	Sidepocket Falls	43
7018361350	Slatten Branch Falls	35.0037862	-83.0546712	Slatten Branch			
7036143107		35.076083	-82.5889794				
7055820608	Upper Sloan Bridge Falls	35.000454	-83.056179	East Fork Chattooga River			
7055820609	Lower Sloan Bridge Falls	34.9994705	-83.055429	East Fork Chattooga River			
7055820610		34.9975244	-83.05522	East Fork Chattooga River			
7092236543		35.032165	-82.7250335	Mill Creek			
7105516107	Slab Falls	35.184009	-82.5724909	Briery Fork Creek			
7105937553	Windy Falls	35.0736695	-82.958439	Horsepasture River	864	Bear Rock Falls	66
7124967451	Upper Cedar Rock Falls	35.2776153	-82.7999189	Cedar Rock Creek	381	Cedar Rock Falls	59
7128559915		35.2337046	-82.4196961				
7172479371	Mossy Cove Falls	35.0489467	-82.8263054				
7312494359	Chau Ram Falls	34.6825192	-83.1449095	Ramsey Creek			
7367866822	Homer's Falls	34.7794969	-83.3209409	Pinckney Branch	1004	Homer Falls (SC)	19
7368797795	Coon Den Falls	36.2534578	-82.1188916	Coon Den Branch			
7387854425	Ray Cove Falls	35.1817649	-83.4348026				
7563869983	DEW Falls	35.0685619	-83.0094309	Mill Creek	316	DEW Falls	52
7566932001	Brushy Ridge Falls	35.9327839	-81.9251206	Linville River			
7589363460	Helton Creek Falls	34.7527145	-83.8956844				
7589425216	Dicks Creek Falls	34.6798024	-83.9371236	Dicks Creek			
7592683899	Divinity Falls	34.9967761	-82.8656267	Kinney Branch	1086	Divinity Falls	11
7612890029	Triple Falls	34.9542095	-82.8573744				
7612906089	Upper Rachael Creek Falls	35.0167126	-82.733702	Rachael Creek			
7693338185	Center Hill-Fancher Falls	36.0043411	-85.6283297				
7705689685		36.0030829	-85.6225				
7832429938		36.2125591	-81.4362356				
7851662284		36.645531	-81.8229938	Laurel Creek			
7924546979	Crossland Creek Falls	34.9162993	-83.0827222	Crossland Creek			
7929707432		35.0109085	-82.7450161				
7998244466	Coolidge Falls	35.1672195	-83.0267908		1238	Coolidge Falls	1
8001831955	Ozone Falls	35.8804563	-84.8098977	Fall Creek			
8073244234	Split Falls	35.308704	-82.9072365				
8073257216	Waterfalls of Flat Laurel Creek	35.3247588	-82.8971224	Flat Laurel Creek	490	Waterfall on Flat Laurel Creek	21
8086518281	Rainbow Falls	35.6623434	-83.4634448	Le Conte Creek	435	Rainbow Falls (GSMNP)	28
8158833090	Curtis Creek Falls	35.7243208	-82.1897092	Curtis Creek			
8204813865	Quarry Falls	35.0928733	-83.2667739	Cullasaja River	551	Quarry Falls	16
8263071297		35.0940946	-82.6315051		674	Waterfall downstream from Moonshine Falls	20
8285222392	Hiker's Peril Falls	34.9973168	-83.0546592				
8285231411		34.9169241	-83.1188672				
8303473698		35.101246	-80.9402677				
8394175149	Upper Log Hollow Falls	35.3240348	-82.8089113	Log Hollow Branch	418	Upper Log Hollow Falls	12
8399679375	Jumble Falls	35.0148188	-82.7348033	Rachael Creek			
8421919312		34.9069879	-83.1073433				
8455779213	Lichen Falls	35.182904	-83.0054232		844	Lichen Falls	15
8481101470	Chauga Narrows	34.8273414	-83.1722235	Chauga River			
8486429940	Deception Falls	35.0182043	-82.8552891	Laurel Creek	972	Deception Falls (Laurel Falls) SC	23
8495467414	Monolith Falls	35.0214411	-82.8625715				
8511675513	Sparkle Falls	34.7557878	-83.3096672	Sawhead Branch	982	Sparkle Falls	21
8512289590	Upper Toll Road Falls	35.1246857	-82.6083346		1126	Upper Toll Road Falls (SC)	21
8539679028	Gragg Prong Falls	36.0203243	-81.7930768	Gragg Prong	787	Gragg Prong Falls	26
8539679030	Middle Gragg Prong Falls	36.0213118	-81.7966669	Gragg Prong	388	Middle Gragg Prong Falls	14
8557266015	Lower Hungry River Falls	35.2929218	-82.3559022	Hungry River			
8561319356	Lower Reedy River Falls	34.8441101	-82.4005267	Reedy River			
8561319358		34.9408163	-82.3971969				
8561319359	Cave Falls	35.1528701	-82.2876443				
8561319360	Lower Cave Falls	35.1523554	-82.2874049				
8561319361	Upper Cave Falls	35.1534033	-82.2878904				
8561319362	Brenda Falls	35.1540947	-82.2883664				
8561319363	Big Falls	35.1635196	-82.3939384	Big Falls Creek			
8561319364	Sidewinder Falls	35.1622535	-82.4881128				
8561319365	$10,000 Falls	35.1557185	-82.5055735				
8561319366	Sweet Pete Falls	35.1484816	-82.5087793	Peters Branch			
8561319367	Irish Falls	35.1492876	-82.5088234	Peters Branch			
8561319368	Thunder Falls	35.1259837	-82.6094502		1125	Thunder Falls (SC)	19
8561319369	Notch Falls	35.1306637	-82.6100392		1121	Notch Falls (SC)	33
8561319372	Alewine Falls	35.0073114	-82.742516				
8561319376	Palmetto Trail Falls	35.0306554	-82.7759773		1029	Palmetto Trail Falls	4
8561319387	Evil Ducky Falls	35.0536488	-82.8464561		1074	Evil Ducky Falls (SC)	14
8561319388	Bella Falls	35.0539914	-82.8465166		1072	Bella Falls (SC)	19
8561319389		34.9742783	-83.0522043	Bee Creek			
8561319390		34.9739143	-83.0514981	Bee Creek			
8561319397	Upper Wash Branch Falls	34.921246	-83.09564	Wash Branch			
8561319398	Lower Wash Branch Falls	34.9200569	-83.093564	Wash Branch			
8561319400	Cheohee Road Falls	34.9137788	-83.1068793		1023	Cheohee Road Falls (SC)	1
8561319402	Ira Branch Falls	34.9211127	-83.1439072	Ira Branch			
